测试1,"{""size"": 6328, ""summary"": ""探讨普通人在消费主义和社会规则下如何实现财富积累与自由。"", ""publicUrl"": ""http://127.0.0.1:54321/storage/v1/object/public/uploads/history/93934141-d346-4511-99ef-b81daa416c91/1773739439532-1-1773739439317.md"", ""contentType"": ""text/markdown"", ""processedAt"": ""2026-03-17T10:53:16.625Z"", ""reusableBlocks"": {""hooks"": [""你是否也在为消费而烦恼？"", ""想要打破消费的束缚吗？""], ""closers"": [""记住，财富的积累是自由的基础。"", ""让我们一起迈向财富的自我增值之路。""], ""proofPoints"": [""数据显示，80%的普通人面临消费陷阱。"", ""成功人士的共同点是他们都懂得积累优势。""], ""transitions"": [""接下来，我们来看看..."", ""与此同时，我们也要关注...""]}, ""openingPatterns"": [{""label"": ""问题引导"", ""usage"": ""适用于引发读者思考和共鸣的场景"", ""example"": ""你是否曾经觉得自己在消费中迷失了方向？""}], ""styleRulesDraft"": {""tone"": {""core"": [""启发性"", ""批判性"", ""直接""], ""limit"": ""避免过于情绪化的表达""}, ""notes"": [""保持与读者的互动，鼓励思考""], ""voice"": {""pov"": ""第一人称"", ""persona"": ""理性思考者"", ""addressing"": ""直接与读者对话""}, ""rhythm"": ""适度的停顿与强调"", ""lexicon"": {""banned_words"": [""失败"", ""无能""], ""exaggeration_limit"": ""适度使用"", ""exaggeration_words"": [""绝对"", ""无可替代""], ""high_frequency_words"": [""积累"", ""自由"", ""消费""], ""replacement_suggestions"": [""替代品"", ""选择""]}, ""structure"": [""引言"", ""主体"", ""总结""], ""style_type"": ""理性分析"", ""length_spec"": {""paragraphs"": [4], ""word_count"": {""max"": 1200, ""min"": 800}, ""target_seconds"": [60], ""sentences_per_paragraph"": [5]}, ""cta_templates"": [""现在就开始你的财富积累之旅！""], ""trigger_rules"": [""使用问句引导思考"", ""提供具体案例支持观点""], ""demo_templates"": [""例如，...的案例说明了...""], ""hook_templates"": [""你是否也在...?"", ""想要...吗？""], ""quality_checklist"": [""逻辑清晰"", ""观点明确"", ""案例支持""], ""summary_templates"": [""综上所述，...""], ""pain_point_templates"": [""很多人面临的困境是..."", ""你是否感到...""]}, ""originalFilename"": ""1-1773739439317.md"", ""processingStatus"": ""READY"", ""transitionPlaybook"": [{""label"": ""逻辑推进"", ""usage"": ""用于连接不同观点，增强论证的连贯性"", ""pattern"": ""不仅如此，...而且...""}]}"
测试10,"{""size"": 5215, ""summary"": ""通过对普通人月薪的七个等级分析，揭示了不同收入层次下的生活状态与心理压力。"", ""publicUrl"": ""http://127.0.0.1:54321/storage/v1/object/public/uploads/history/93934141-d346-4511-99ef-b81daa416c91/1773739441070-10-1773739440976.md"", ""contentType"": ""text/markdown"", ""processedAt"": ""2026-03-17T10:55:20.933Z"", ""reusableBlocks"": {""hooks"": [""你在哪一层？"", ""月薪小于5000，烦恼是钱不够花。""], ""closers"": [""记住，最大的财富不是工资，而是选择权。"", ""幸福感和银行卡数字从来不成正比。""], ""proofPoints"": [""全国约5.6亿人在此档挣扎，占比40%。"", ""全国仅1400万人在此，大占比1%。""], ""transitions"": [""接下来，我们来看看更高的收入层次。"", ""而在这个收入段，生活又是怎样的呢？""]}, ""openingPatterns"": [{""label"": ""引发共鸣"", ""usage"": ""适合普通打工人，激发情感共鸣"", ""example"": ""今天分享普通人每月工资的七个等级，你在哪一层？""}], ""styleRulesDraft"": {""tone"": {""core"": [""幽默"", ""讽刺"", ""直白""], ""limit"": ""避免过于严肃""}, ""notes"": [], ""voice"": {""pov"": ""第一人称"", ""persona"": ""普通打工人"", ""addressing"": ""直接对话读者""}, ""rhythm"": {}, ""lexicon"": {""banned_words"": [], ""exaggeration_limit"": ""适度使用"", ""exaggeration_words"": [""奢侈品"", ""极度依赖""], ""high_frequency_words"": [""工资"", ""打工人"", ""生活""], ""replacement_suggestions"": []}, ""structure"": [], ""style_type"": ""幽默讽刺"", ""length_spec"": {""paragraphs"": [7], ""word_count"": {""max"": 1200, ""min"": 800}, ""target_seconds"": [60], ""sentences_per_paragraph"": [5]}, ""cta_templates"": [], ""trigger_rules"": [], ""demo_templates"": [], ""hook_templates"": {}, ""quality_checklist"": [], ""summary_templates"": [], ""pain_point_templates"": []}, ""originalFilename"": ""10-1773739440976.md"", ""processingStatus"": ""READY"", ""transitionPlaybook"": [{""label"": ""段落推进"", ""usage"": ""用于引导读者进入下一个收入层次的讨论"", ""pattern"": ""接下来，我们来看看...""}]}"
测试2,"{""size"": 4552, ""summary"": ""42岁是实现财务自由的关键年龄节点，掌握正确的方法和心态至关重要。"", ""publicUrl"": ""http://127.0.0.1:54321/storage/v1/object/public/uploads/history/93934141-d346-4511-99ef-b81daa416c91/1773739439937-2-1773739439836.md"", ""contentType"": ""text/markdown"", ""processedAt"": ""2026-03-17T10:53:03.860Z"", ""reusableBlocks"": {""hooks"": [""你知道吗？全球超过80%实现财务自由的人都有一个共同的秘密年龄节点，那就是42岁。""], ""closers"": [""记住，真正的财务自由从来不是靠年龄决定的，而是靠智慧和行动创造的。""], ""proofPoints"": [""42岁的人平均收入是25岁时的4.2倍"", ""投资回报率比35岁时高出67%""], ""transitions"": [""接下来，我们来看看42岁时的职场价值。""]}, ""openingPatterns"": [{""label"": ""震撼数据引入"", ""usage"": ""适用于引起读者兴趣和关注"", ""example"": ""你知道吗？全球超过80%实现财务自由的人都有一个共同的秘密年龄节点，那就是42岁。""}], ""styleRulesDraft"": {""tone"": {""core"": [""鼓舞人心"", ""直接"", ""实用""], ""limit"": ""避免过于复杂的术语""}, ""notes"": [], ""voice"": {""pov"": ""第一人称"", ""persona"": ""成熟且富有经验的职场人士"", ""addressing"": ""直接对读者提问""}, ""rhythm"": {""pacing"": ""适度快，保持读者兴趣""}, ""lexicon"": {""banned_words"": [""失败"", ""不可能""], ""exaggeration_limit"": ""适度使用"", ""exaggeration_words"": [""绝对"", ""无与伦比""], ""high_frequency_words"": [""财务自由"", ""投资"", ""年龄""], ""replacement_suggestions"": [""财富增长"", ""核心竞争力""]}, ""structure"": [""引入"", ""分析"", ""总结建议""], ""style_type"": ""直接且实用"", ""length_spec"": {""paragraphs"": [6], ""word_count"": {""max"": 1200, ""min"": 800}, ""target_seconds"": [60], ""sentences_per_paragraph"": [3, 5]}, ""cta_templates"": [""从今天开始行动吧！""], ""trigger_rules"": [""使用数据支持论点"", ""提供明确的行动建议""], ""demo_templates"": [], ""hook_templates"": [""你知道吗？{数据或事实}""], ""quality_checklist"": [""确保数据准确"", ""逻辑清晰""], ""summary_templates"": [], ""pain_point_templates"": [""很多人不知道，{常见误区或问题}""]}, ""originalFilename"": ""2-1773739439836.md"", ""processingStatus"": ""READY"", ""transitionPlaybook"": [{""label"": ""逻辑推进"", ""usage"": ""用于段落之间的自然过渡，提醒读者关注下一个要点"", ""pattern"": ""接下来，我们来看看...""}]}"
测试3,"{""size"": 3740, ""summary"": ""探讨了人们存款不足的深层原因，并提供了改变的建议。"", ""publicUrl"": ""http://127.0.0.1:54321/storage/v1/object/public/uploads/history/93934141-d346-4511-99ef-b81daa416c91/1773739440028-3-1773739439977.md"", ""contentType"": ""text/markdown"", ""processedAt"": ""2026-03-17T10:52:48.732Z"", ""reusableBlocks"": {""hooks"": [""你知道吗？在我们身边有超过70%的人工作十年甚至20年，银行卡里的存款都不到10万块钱。""], ""closers"": [""存钱不仅仅是数字的累积，更是一种生活态度的转变。""], ""proofPoints"": [""超过70%的人存款不足的统计数据"", ""每年少花20块钱的计算""], ""transitions"": [""接下来，我们来看看更深层的原因。""]}, ""openingPatterns"": [{""label"": ""引人关注的统计数据"", ""usage"": ""适用于引入话题或引发思考"", ""example"": ""你知道吗？在我们身边有超过70%的人工作十年甚至20年，银行卡里的存款都不到10万块钱。""}], ""styleRulesDraft"": {""tone"": {""core"": [""直接"", ""启发"", ""鼓励""], ""limit"": ""避免消极情绪""}, ""notes"": [""适合短视频口播风格，注意语速和情感表达""], ""voice"": {""pov"": ""第一人称"", ""persona"": ""关心他人财务状况的朋友"", ""addressing"": ""直接与听众对话""}, ""rhythm"": ""节奏感强，适合口播"", ""lexicon"": {""banned_words"": [""穷"", ""失败""], ""exaggeration_limit"": ""适度使用"", ""exaggeration_words"": [""永远"", ""绝对""], ""high_frequency_words"": [""存钱"", ""理财"", ""目标""], ""replacement_suggestions"": [""例如：'存款不足'可替换为'财务压力'""]}, ""structure"": [""引入-分析-总结-建议""], ""style_type"": ""口播"", ""length_spec"": {""paragraphs"": [6], ""word_count"": {""max"": 1200, ""min"": 800}, ""target_seconds"": [180], ""sentences_per_paragraph"": [3, 4, 4, 4, 4, 3]}, ""cta_templates"": [""现在就开始改变你的存钱习惯吧！""], ""trigger_rules"": [""使用统计数据引发关注"", ""通过案例引导思考""], ""demo_templates"": [""例如，我身边有个朋友...""], ""hook_templates"": [""你知道吗？""], ""quality_checklist"": [""确保数据准确"", ""逻辑清晰"", ""语言简洁""], ""summary_templates"": [""存钱的意义在于...""], ""pain_point_templates"": [""很多人面临的问题是...""]}, ""originalFilename"": ""3-1773739439977.md"", ""processingStatus"": ""READY"", ""transitionPlaybook"": [{""label"": ""引入新观点"", ""usage"": ""在阐述完一个观点后，引入下一个观点"", ""pattern"": ""接下来，我们来看看...""}]}"
测试4,"{""size"": 6092, ""summary"": ""探讨通货紧缩对经济的影响及应对策略。"", ""publicUrl"": ""http://127.0.0.1:54321/storage/v1/object/public/uploads/history/93934141-d346-4511-99ef-b81daa416c91/1773739440090-4-1773739440044.md"", ""contentType"": ""text/markdown"", ""processedAt"": ""2026-03-17T10:53:34.758Z"", ""reusableBlocks"": {""hooks"": [""经济现象引发的思考""], ""closers"": [""因此，我们需要...""], ""proofPoints"": [""数据显示..."", ""根据经济学家的分析...""], ""transitions"": [""接下来，我们来看看...""]}, ""openingPatterns"": [{""label"": ""数据引入"", ""usage"": ""适用于引起读者关注的经济话题"", ""example"": ""今年的钱八个月全国居民存款猛增9万6500亿，平均每个人往银行塞了6900块钱。""}], ""styleRulesDraft"": {""tone"": {""core"": [""严肃"", ""警示"", ""启发""], ""limit"": ""避免过于情绪化的表达""}, ""notes"": [""待补充""], ""voice"": {""pov"": ""第三人称"", ""persona"": ""理性分析者"", ""addressing"": ""面向普通读者""}, ""rhythm"": {""pacing"": ""适中，适时停顿""}, ""lexicon"": {""banned_words"": [""绝对"", ""永远""], ""exaggeration_limit"": ""避免过度夸大"", ""exaggeration_words"": [""极端"", ""严重""], ""high_frequency_words"": [""经济"", ""消费"", ""通货紧缩""], ""replacement_suggestions"": [""使用更准确的术语""]}, ""structure"": [""引言"", ""现状分析"", ""影响分析"", ""应对策略"", ""总结与建议""], ""style_type"": ""分析性"", ""length_spec"": {""paragraphs"": [4], ""word_count"": {""max"": 1200, ""min"": 800}, ""target_seconds"": [180], ""sentences_per_paragraph"": [5]}, ""cta_templates"": [""鼓励读者采取行动""], ""trigger_rules"": [""当提到经济数据时，使用具体数字""], ""demo_templates"": [""通过案例分析说明问题""], ""hook_templates"": [""引入一个引人注目的数据或事实""], ""quality_checklist"": [""逻辑清晰"", ""数据准确"", ""语言简洁""], ""summary_templates"": [""总结观点，强调重要性""], ""pain_point_templates"": [""许多人面临的经济困境""]}, ""originalFilename"": ""4-1773739440044.md"", ""processingStatus"": ""READY"", ""transitionPlaybook"": [{""label"": ""因果关系"", ""usage"": ""用于解释现象背后的原因"", ""pattern"": ""由于...，因此...""}]}"
测试5,"{""size"": 6412, ""summary"": ""探讨现代社会中表面富裕与实际贫穷之间的矛盾。"", ""publicUrl"": ""http://127.0.0.1:54321/storage/v1/object/public/uploads/history/93934141-d346-4511-99ef-b81daa416c91/1773739440168-5-1773739440107.md"", ""contentType"": ""text/markdown"", ""processedAt"": ""2026-03-17T10:53:51.201Z"", ""reusableBlocks"": {""hooks"": [""你知道吗？有这样一群人..."", ""前段时间看到一个数据，直接把我看懵了。""], ""closers"": [""记住真正的脊倍发凉，不是你现在有多穷，而是你一直穷下去。"", ""在这个世界，金钱是自身能力的具象体现。""], ""proofPoints"": [""中国有超过六成的人存款不足5万"", ""30%的人存款为零，甚至是负数""], ""transitions"": [""不仅如此，"", ""更重要的是，""]}, ""openingPatterns"": [{""label"": ""引人入胜的开场"", ""usage"": ""适合引起观众的好奇心和共鸣"", ""example"": ""你知道吗？有这样一群人，手机是最新款，衣服穿名牌...""}], ""styleRulesDraft"": {""tone"": {""core"": [""犀利"", ""真实"", ""引人深思""], ""limit"": ""避免过于情绪化的表达""}, ""notes"": [], ""voice"": {""pov"": ""第一人称"", ""persona"": ""关心社会现象的观察者"", ""addressing"": ""直接与读者对话""}, ""rhythm"": ""适时停顿以增强情感"", ""lexicon"": {""banned_words"": [], ""exaggeration_limit"": ""适度使用"", ""exaggeration_words"": [""最可怕的"", ""离谱的""], ""high_frequency_words"": [""贫穷"", ""虚荣"", ""底气""], ""replacement_suggestions"": [""用未来的钱买来的""]}, ""structure"": [""引言"", ""现象分析"", ""案例分享"", ""总结与呼吁""], ""style_type"": ""直接且真实"", ""length_spec"": {""paragraphs"": [4], ""word_count"": {""max"": 2000, ""min"": 1500}, ""target_seconds"": [300], ""sentences_per_paragraph"": [5]}, ""cta_templates"": [""给我留生前之道，或者看看我的财富认知课。""], ""trigger_rules"": [""使用真实案例引发共鸣"", ""用数据增强说服力""], ""demo_templates"": [""例如，我的朋友...""], ""hook_templates"": [""你知道吗？有这样一群人..."", ""前段时间看到一个数据，直接把我看懵了。""], ""quality_checklist"": [""内容真实"", ""逻辑清晰"", ""情感共鸣""], ""summary_templates"": [""真正的富有是什么？""], ""pain_point_templates"": [""你是否也有这样的困惑？"", ""很多人都在经历...""]}, ""originalFilename"": ""5-1773739440107.md"", ""processingStatus"": ""READY"", ""transitionPlaybook"": [{""label"": ""对比与引导"", ""usage"": ""用于引导读者思考更深层次的问题"", ""pattern"": ""不仅如此，...而且...""}]}"
测试6,"{""size"": 4092, ""summary"": ""探讨了能扛住大财的人所具备的心态与能力。"", ""publicUrl"": ""http://127.0.0.1:54321/storage/v1/object/public/uploads/history/93934141-d346-4511-99ef-b81daa416c91/1773739440245-6-1773739440198.md"", ""contentType"": ""text/markdown"", ""processedAt"": ""2026-03-17T11:10:29.054Z"", ""reusableBlocks"": {""hooks"": [""你有没有发现，很多人一夜暴富后，却在几年内返贫？""], ""closers"": [""财富就像一面镜子，照出的不是你的外表，而是你的内在。""], ""proofPoints"": [""马云曾说，年轻人拿到第一桶金时的反应，决定了他未来的财富高度。""], ""transitions"": [""而能扛住大财的人第一反应是这钱该如何保持增值。""]}, ""openingPatterns"": [{""label"": ""引发思考的问题"", ""usage"": ""适用于吸引读者注意，激发思考"", ""example"": ""你有没有发现，很多人一夜暴富后，却在几年内返贫？""}], ""styleRulesDraft"": {""tone"": {""core"": [""鼓舞人心"", ""理性分析"", ""务实""], ""limit"": ""避免情绪化""}, ""notes"": [""待补充：具体写法或要素""], ""voice"": {""pov"": ""第三人称"", ""persona"": ""经验丰富的财富管理者"", ""addressing"": ""直接与读者对话""}, ""rhythm"": {""pacing"": ""适中，适时停顿"", ""emphasis"": ""通过语调变化强调重点""}, ""lexicon"": {""banned_words"": [""穷人"", ""失败""], ""exaggeration_limit"": ""适度使用"", ""exaggeration_words"": [""一夜暴富"", ""负债""], ""high_frequency_words"": [""财富"", ""心态"", ""增长""], ""replacement_suggestions"": [""用‘快速致富’替代‘一夜暴富’""]}, ""structure"": [""引言"", ""主体"", ""总结""], ""style_type"": ""教育性"", ""length_spec"": {""paragraphs"": [7], ""word_count"": {""max"": 1200, ""min"": 800}, ""target_seconds"": [180], ""sentences_per_paragraph"": [4, 5]}, ""cta_templates"": [""请在底下留言抗大财，或者加入我们的财富思维群""], ""trigger_rules"": [""使用引人思考的问题开场"", ""通过案例引入理论""], ""demo_templates"": [""成功人士的财富管理案例""], ""hook_templates"": [""引发思考的问题""], ""quality_checklist"": [""确保逻辑清晰"", ""案例真实有效""], ""summary_templates"": [""总结核心观点""], ""pain_point_templates"": [""普通人如何面对财富波动""]}, ""workerStartedAt"": ""2026-03-17T10:53:51.209Z"", ""originalFilename"": ""6-1773739440198.md"", ""processingStatus"": ""READY"", ""transitionPlaybook"": [{""label"": ""对比引导"", ""usage"": ""用于引导读者思考不同的财富管理方式"", ""pattern"": ""而能扛住大财的人...""}]}"
测试7,"{""size"": 5333, ""summary"": ""通过故事揭示财富获取的底层逻辑，强调认知与信息差的重要性。"", ""publicUrl"": ""http://127.0.0.1:54321/storage/v1/object/public/uploads/history/93934141-d346-4511-99ef-b81daa416c91/1773739440330-7-1773739440268.md"", ""contentType"": ""text/markdown"", ""processedAt"": ""2026-03-17T10:54:29.254Z"", ""reusableBlocks"": {""hooks"": [""只要能看懂这段话，就有资格去追逐大富大贵的命运。""], ""closers"": [""记住，财富永远流向认知更高的人。""], ""proofPoints"": [""罗斯柴尔德家族的故事"", ""刘强东和雷军的成功案例""], ""transitions"": [""接下来，我们来看看一个经典的案例。""]}, ""openingPatterns"": [{""label"": ""故事引入"", ""usage"": ""适用于吸引注意力，激发兴趣的场合"", ""example"": ""只要能看懂这段话，就有资格去追逐大富大贵的命运。""}], ""styleRulesDraft"": {""tone"": {""core"": [""激励"", ""直白"", ""引人深思""], ""limit"": ""避免过于学术化的语言""}, ""notes"": [""保持与读者的互动，增强代入感""], ""voice"": {""pov"": ""第二人称"", ""persona"": ""智慧导师"", ""addressing"": ""直接与读者对话""}, ""rhythm"": ""节奏感强，适时停顿"", ""lexicon"": {""banned_words"": [""不可能"", ""绝对不""], ""exaggeration_limit"": ""适度使用"", ""exaggeration_words"": [""绝对"", ""永远""], ""high_frequency_words"": [""机会"", ""认知"", ""财富""], ""replacement_suggestions"": [""财富 -> 财富获取"", ""机会 -> 潜在机会""]}, ""structure"": [""引言"", ""案例分析"", ""思维方式"", ""总结与行动""], ""style_type"": ""启发式"", ""length_spec"": {""paragraphs"": [4], ""word_count"": {""max"": 1200, ""min"": 800}, ""target_seconds"": [300], ""sentences_per_paragraph"": [5]}, ""cta_templates"": [""鼓励读者关注自身的认知提升""], ""trigger_rules"": [""使用真实案例引发共鸣"", ""提出问题引导思考""], ""demo_templates"": [""成功案例分析""], ""hook_templates"": [""引人入胜的故事开头""], ""quality_checklist"": [""逻辑清晰"", ""案例真实"", ""语言简洁""], ""summary_templates"": [""总结核心观点，呼吁行动""], ""pain_point_templates"": [""缺乏认知导致的机会错失""]}, ""originalFilename"": ""7-1773739440268.md"", ""processingStatus"": ""READY"", ""transitionPlaybook"": [{""label"": ""案例引入"", ""usage"": ""在讲述完一个观点后，引入具体案例进行说明"", ""pattern"": ""接下来，我们来看看一个经典的案例。""}]}"
测试8,"{""size"": 6043, ""summary"": ""揭示现代社会中经济压力对个人生活的深远影响，强调存钱的重要性。"", ""publicUrl"": ""http://127.0.0.1:54321/storage/v1/object/public/uploads/history/93934141-d346-4511-99ef-b81daa416c91/1773739440404-8-1773739440361.md"", ""contentType"": ""text/markdown"", ""processedAt"": ""2026-03-17T10:54:43.709Z"", ""reusableBlocks"": {""hooks"": [""你是否也感到经济压力？"", ""生活在不同城市，经济负担却一样重。""], ""closers"": [""记住，存钱是智慧的选择。"", ""让我们一起打破消费的陷阱。""], ""proofPoints"": [""短短20年，中国的离婚率从全球垫底，直接冲到全球第一。"", ""通货膨胀率每年3%到5%。""], ""transitions"": [""然而，这背后隐藏着更深层次的问题。"", ""接下来，我们来看看消费主义的影响。""]}, ""openingPatterns"": [{""label"": ""引人注目的事实"", ""usage"": ""适用于引起读者注意的开场"", ""example"": ""一个让人毛骨悚然的真相，全世界所有发达国家都在悄悄执行着同一个策略。""}], ""styleRulesDraft"": {""tone"": {""core"": [""警醒"", ""批判"", ""启发""], ""limit"": ""避免过于消极的语气""}, ""notes"": [], ""voice"": {""pov"": ""第一人称"", ""persona"": ""社会观察者"", ""addressing"": ""直接对话读者""}, ""rhythm"": {}, ""lexicon"": {""banned_words"": [], ""exaggeration_limit"": ""适度使用"", ""exaggeration_words"": [""绝对"", ""必须""], ""high_frequency_words"": [""经济"", ""压力"", ""存钱""], ""replacement_suggestions"": []}, ""structure"": [], ""style_type"": ""直接且具冲击力"", ""length_spec"": {""paragraphs"": [3], ""word_count"": {""max"": 1500, ""min"": 1200}, ""target_seconds"": [180], ""sentences_per_paragraph"": [5]}, ""cta_templates"": [], ""trigger_rules"": [], ""demo_templates"": [], ""hook_templates"": {}, ""quality_checklist"": [], ""summary_templates"": [], ""pain_point_templates"": []}, ""originalFilename"": ""8-1773739440361.md"", ""processingStatus"": ""READY"", ""transitionPlaybook"": [{""label"": ""逻辑推进"", ""usage"": ""用于引入新的观点或反驳前述观点"", ""pattern"": ""虽然如此，但我们不能忽视...""}]}"
测试9,"{""size"": 4506, ""summary"": ""普通人积累原始资本的底层逻辑与思维方式。"", ""publicUrl"": ""http://127.0.0.1:54321/storage/v1/object/public/uploads/history/93934141-d346-4511-99ef-b81daa416c91/1773739440495-9-1773739440456.md"", ""contentType"": ""text/markdown"", ""processedAt"": ""2026-03-17T10:55:03.204Z"", ""reusableBlocks"": {""hooks"": [""你得明白，财富的起点不是钱，而是你能不能管理钱的逻辑。""], ""closers"": [""钱不是目标，而是结果。""], ""proofPoints"": [""根据国家统计局的数据，2024年全国人均可支配收入是4.13万元。""], ""transitions"": [""那么，接下来我们来看看如何实现这个目标。""]}, ""openingPatterns"": [{""label"": ""数据引入"", ""usage"": ""适用于引起读者关注的场合"", ""example"": ""根据国家统计局的数据，2024年全国人均可支配收入是4.13万元。""}], ""styleRulesDraft"": {""tone"": {""core"": [""直接"", ""启发性"", ""务实""], ""limit"": ""避免情绪化表达""}, ""notes"": [], ""voice"": {""pov"": ""第三人称"", ""persona"": ""财经分析师"", ""addressing"": ""直接对话读者""}, ""rhythm"": {""pacing"": ""适中，适时停顿""}, ""lexicon"": {""banned_words"": [""穷"", ""失败""], ""exaggeration_limit"": ""适度使用"", ""exaggeration_words"": [""绝对"", ""极端""], ""high_frequency_words"": [""资本"", ""认知"", ""盈余""], ""replacement_suggestions"": [""用‘财富’替代‘钱’"", ""用‘思维’替代‘逻辑’""]}, ""structure"": [""引言"", ""主体"", ""总结""], ""style_type"": ""务实"", ""length_spec"": {""paragraphs"": [6], ""word_count"": {""max"": 1200, ""min"": 800}, ""target_seconds"": [60], ""sentences_per_paragraph"": [3, 4]}, ""cta_templates"": [""如果你也想让钱流动起来，底下留下致富。""], ""trigger_rules"": [""使用数据支持论点"", ""引入实际案例""], ""demo_templates"": [], ""hook_templates"": {""template_1"": ""你得明白，{概念}的起点不是{内容}，而是{逻辑}。"", ""template_2"": ""根据{数据来源}的数据，{数据内容}。""}, ""quality_checklist"": [""逻辑清晰"", ""数据准确"", ""案例相关""], ""summary_templates"": [], ""pain_point_templates"": []}, ""originalFilename"": ""9-1773739440456.md"", ""processingStatus"": ""READY"", ""transitionPlaybook"": [{""label"": ""逻辑推进"", ""usage"": ""用于段落之间的自然过渡，保持逻辑连贯性"", ""pattern"": ""接下来，我们将深入探讨...""}]}"
